movie,year,rating,runtime,genre,imdbscore,metascore,votes
The Blind Swordsman: Zatoichi,2003.0,R,116.0,"['Action', 'Comedy', 'Crime']",7.5,75.0,46175.0
The Best of Youth,2003.0,R,366.0,"['Drama', 'Romance']",8.5,89.0,19935.0
Shade,2003.0,R,101.0,"['Crime', 'Thriller']",6.3,40.0,11893.0
11:14,2003.0,R,86.0,"['Crime', 'Drama', 'Mystery']",7.2,65.0,43915.0
Ned Kelly,2003.0,R,110.0,"['Action', 'Adventure', 'Biography']",6.5,56.0,25054.0
Biker Boyz,2003.0,PG-13,110.0,"['Action', 'Drama']",4.7,36.0,12501.0
The Fighting Temptations,2003.0,PG-13,123.0,"['Comedy', 'Drama', 'Music']",5.6,53.0,6634.0
Bringing Down the House,2003.0,PG-13,105.0,['Comedy'],5.6,39.0,34179.0
The Medallion,2003.0,PG-13,88.0,"['Action', 'Comedy', 'Fantasy']",5.3,38.0,38118.0
The United States of Leland,2003.0,R,108.0,['Drama'],7.1,37.0,22332.0
House of the Dead,2003.0,R,90.0,"['Action', 'Adventure', 'Horror']",2.0,15.0,35452.0
Tokyo Godfathers,2003.0,PG-13,92.0,"['Animation', 'Adventure', 'Comedy']",7.8,73.0,29010.0
Cold Creek Manor,2003.0,R,118.0,"['Drama', 'Mystery', 'Thriller']",5.0,37.0,20602.0
The Cooler,2003.0,R,101.0,"['Drama', 'Romance']",6.9,69.0,31901.0
Willard,2003.0,PG-13,100.0,"['Drama', 'Horror', 'Thriller']",6.1,61.0,17235.0
Calendar Girls,2003.0,PG-13,108.0,"['Comedy', 'Drama']",6.9,60.0,22620.0
The Triplets of Belleville,2003.0,PG-13,80.0,"['Animation', 'Comedy', 'Drama']",7.8,91.0,49557.0
Hollywood Homicide,2003.0,PG-13,116.0,"['Action', 'Comedy', 'Crime']",5.3,47.0,35211.0
Malibu's Most Wanted,2003.0,PG-13,86.0,"['Comedy', 'Crime']",5.1,43.0,18217.0
The Jungle Book 2,2003.0,G,72.0,"['Animation', 'Adventure', 'Family']",5.4,38.0,14531.0
American Splendor,2003.0,R,101.0,"['Biography', 'Comedy', 'Drama']",7.4,90.0,46700.0
Radio,2003.0,PG,109.0,"['Biography', 'Drama', 'Sport']",6.9,38.0,37422.0
Young Adam,2003.0,NC-17,98.0,"['Crime', 'Drama']",6.4,67.0,13035.0
Evil,2003.0,Not Rated,113.0,['Drama'],7.8,61.0,34811.0
Camp,2003.0,PG-13,114.0,"['Comedy', 'Musical', 'Drama']",6.2,55.0,5529.0
Duplex,2003.0,PG-13,89.0,['Comedy'],5.9,50.0,54148.0
I Capture the Castle,2003.0,R,113.0,"['Drama', 'Romance']",6.9,63.0,6828.0
Deliver Us from Eva,2003.0,R,105.0,"['Comedy', 'Drama', 'Romance']",6.1,46.0,6320.0
Gozu,2003.0,R,129.0,"['Crime', 'Drama', 'Horror']",7.0,58.0,10870.0
Head of State,2003.0,PG-13,95.0,['Comedy'],5.5,44.0,17762.0
Latter Days,2003.0,R,107.0,"['Comedy', 'Drama', 'Romance']",7.0,45.0,16640.0
The Order,2003.0,R,102.0,"['Horror', 'Mystery', 'Thriller']",5.2,21.0,16684.0
Anything Else,2003.0,R,108.0,"['Comedy', 'Romance']",6.3,43.0,29087.0
The Singing Detective,2003.0,R,109.0,"['Comedy', 'Crime', 'Musical']",5.5,45.0,8048.0
Nathalie...,2003.0,Unrated,100.0,['Drama'],6.3,69.0,4378.0
From Justin to Kelly,2003.0,PG,81.0,"['Comedy', 'Musical', 'Romance']",2.1,14.0,24636.0
Beyond Borders,2003.0,R,127.0,"['Adventure', 'Drama', 'Romance']",6.5,32.0,25804.0
My Life Without Me,2003.0,R,106.0,"['Drama', 'Romance']",7.5,57.0,23727.0
All the Real Girls,2003.0,R,108.0,"['Drama', 'Romance']",6.8,71.0,10149.0
The In-Laws,2003.0,PG-13,98.0,"['Action', 'Comedy', 'Thriller']",5.7,46.0,16004.0
Easy,2003.0,R,99.0,"['Comedy', 'Romance', 'Drama']",5.8,47.0,1598.0
Pieces of April,2003.0,PG-13,80.0,"['Comedy', 'Drama']",7.0,70.0,19778.0
Code 46,2003.0,R,93.0,"['Drama', 'Romance', 'Sci-Fi']",6.2,57.0,19652.0
Time of the Wolf,2003.0,R,114.0,"['Drama', 'Horror']",6.6,71.0,9507.0
How to Deal,2003.0,PG-13,101.0,"['Comedy', 'Drama', 'Romance']",5.6,45.0,9092.0
Bright Young Things,2003.0,R,102.0,"['Comedy', 'Drama', 'War']",6.6,64.0,5021.0
Saints and Soldiers,2003.0,PG-13,90.0,"['Action', 'Drama', 'War']",6.7,56.0,19697.0
De grønne slagtere,2003.0,R,100.0,"['Comedy', 'Drama']",7.3,54.0,18745.0
The Shape of Things,2003.0,R,96.0,"['Comedy', 'Drama', 'Romance']",6.7,59.0,10750.0
Veronica Guerin,2003.0,R,98.0,"['Biography', 'Crime', 'Drama']",6.9,55.0,18732.0
A Guy Thing,2003.0,PG-13,101.0,"['Comedy', 'Romance']",5.6,27.0,16321.0
Owning Mahowny,2003.0,R,104.0,"['Crime', 'Drama', 'Thriller']",7.1,70.0,12305.0
The Barbarian Invasions,2003.0,R,99.0,"['Comedy', 'Crime', 'Drama']",7.6,70.0,27753.0
Intermission,2003.0,R,105.0,"['Comedy', 'Crime', 'Drama']",6.8,64.0,14977.0
Confidence,2003.0,R,97.0,"['Crime', 'Thriller']",6.7,59.0,32830.0
Carandiru,2003.0,R,145.0,"['Drama', 'Crime']",7.6,71.0,17463.0
My Boss's Daughter,2003.0,PG-13,86.0,"['Comedy', 'Romance']",4.7,15.0,27754.0
Twentynine Palms,2003.0,Unrated,119.0,['Drama'],5.3,43.0,4226.0
The Mother,2003.0,R,112.0,"['Drama', 'Romance']",6.7,72.0,3928.0
Untold Scandal,2003.0,Unrated,124.0,['Drama'],6.9,73.0,2112.0
Le divorce,2003.0,PG-13,117.0,"['Drama', 'Romance', 'Comedy']",4.9,51.0,10824.0
Rugrats Go Wild,2003.0,PG,80.0,"['Animation', 'Adventure', 'Comedy']",5.6,38.0,7424.0
Azumi,2003.0,Not Rated,128.0,"['Action', 'Adventure', 'Drama']",6.8,49.0,14119.0
Facing Windows,2003.0,R,102.0,"['Drama', 'Romance']",7.3,55.0,10485.0
Sylvia,2003.0,R,100.0,"['Biography', 'Drama', 'Romance']",6.3,56.0,10138.0
Luther,2003.0,PG-13,123.0,"['Biography', 'Drama', 'History']",6.5,47.0,14468.0
Chasing Papi,2003.0,PG,80.0,"['Comedy', 'Romance']",4.8,33.0,3869.0
Kontroll,2003.0,R,105.0,"['Comedy', 'Crime', 'Drama']",7.7,72.0,23864.0
The Company,2003.0,PG-13,112.0,"['Drama', 'Music', 'Romance']",6.3,73.0,6127.0
Fear X,2003.0,PG-13,91.0,"['Drama', 'Mystery', 'Thriller']",6.0,61.0,6673.0
I'm Not Scared,2003.0,R,108.0,"['Crime', 'Drama', 'Mystery']",7.4,73.0,14071.0
This Girl's Life,2003.0,R,104.0,['Drama'],5.7,63.0,2732.0
The Statement,2003.0,R,120.0,"['Thriller', 'Drama']",6.2,45.0,4769.0
It Runs in the Family,2003.0,PG-13,109.0,"['Comedy', 'Drama', 'Romance']",5.6,44.0,4565.0
One Missed Call,2003.0,R,112.0,"['Horror', 'Mystery']",6.2,54.0,16333.0
Politiki kouzina,2003.0,Unrated,108.0,"['Comedy', 'Drama']",7.5,48.0,12915.0
The Rage in Placid Lake,2003.0,Not Rated,89.0,['Comedy'],6.9,63.0,2736.0
The Battle of Shaker Heights,2003.0,PG-13,79.0,"['Drama', 'Romance', 'Comedy']",6.0,33.0,4156.0
Troy,2004.0,R,163.0,"['Drama', 'History']",7.2,56.0,474905.0
Dodgeball,2004.0,PG-13,92.0,"['Comedy', 'Sport']",6.7,55.0,223174.0
Mean Girls,2004.0,PG-13,97.0,['Comedy'],7.0,66.0,319551.0
Harry Potter and the Prisoner of Azkaban,2004.0,PG,142.0,"['Adventure', 'Family', 'Fantasy']",7.9,82.0,524516.0
The Notebook,2004.0,PG-13,123.0,"['Drama', 'Romance']",7.8,53.0,501139.0
Eternal Sunshine of the Spotless Mind,2004.0,R,108.0,"['Drama', 'Romance', 'Sci-Fi']",8.3,89.0,876862.0
Dawn of the Dead,2004.0,R,101.0,"['Action', 'Horror']",7.3,59.0,228490.0
The Butterfly Effect,2004.0,R,113.0,"['Drama', 'Sci-Fi', 'Thriller']",7.6,30.0,439995.0
Scooby-Doo 2: Monsters Unleashed,2004.0,PG,93.0,"['Adventure', 'Comedy', 'Family']",5.0,34.0,47105.0
Howl's Moving Castle,2004.0,PG,119.0,"['Animation', 'Adventure', 'Family']",8.2,80.0,309656.0
Anchorman: The Legend of Ron Burgundy,2004.0,PG-13,94.0,['Comedy'],7.2,63.0,321323.0
The Incredibles,2004.0,PG,115.0,"['Animation', 'Action', 'Adventure']",8.0,90.0,636160.0
Kill Bill: Vol. 2,2004.0,R,137.0,"['Action', 'Crime', 'Thriller']",8.0,83.0,659664.0
The Aviator,2004.0,PG-13,170.0,"['Biography', 'Drama']",7.5,77.0,323562.0
EuroTrip,2004.0,R,92.0,['Comedy'],6.6,45.0,189431.0
Layer Cake,2004.0,R,105.0,"['Action', 'Crime', 'Drama']",7.3,73.0,161943.0
50 First Dates,2004.0,PG-13,99.0,"['Comedy', 'Drama', 'Romance']",6.8,48.0,317227.0
Million Dollar Baby,2004.0,PG-13,132.0,"['Drama', 'Sport']",8.1,86.0,615531.0
The Terminal,2004.0,PG-13,128.0,"['Comedy', 'Drama', 'Romance']",7.4,55.0,390179.0
Spider-Man 2,2004.0,PG-13,127.0,"['Action', 'Adventure', 'Sci-Fi']",7.3,83.0,526909.0
White Chicks,2004.0,PG-13,109.0,"['Comedy', 'Crime']",5.6,41.0,125966.0
Man on Fire,2004.0,R,146.0,"['Action', 'Crime', 'Drama']",7.7,47.0,320590.0
Downfall,2004.0,R,156.0,"['Biography', 'Drama', 'History']",8.2,82.0,320977.0
Friday Night Lights,2004.0,PG-13,118.0,"['Action', 'Drama', 'Sport']",7.2,70.0,57195.0
The Girl Next Door,2004.0,R,109.0,"['Comedy', 'Drama', 'Romance']",6.7,47.0,196644.0
Napoleon Dynamite,2004.0,PG,96.0,['Comedy'],6.9,64.0,192841.0
Van Helsing,2004.0,PG-13,131.0,"['Action', 'Adventure', 'Fantasy']",6.1,35.0,238492.0
Closer,2004.0,R,104.0,"['Drama', 'Romance']",7.2,65.0,197948.0
Shaun of the Dead,2004.0,R,99.0,"['Comedy', 'Horror']",7.9,76.0,496896.0
Collateral,2004.0,R,120.0,"['Crime', 'Drama', 'Thriller']",7.5,71.0,348528.0
Crash,2004.0,R,112.0,"['Crime', 'Drama', 'Thriller']",7.8,66.0,412261.0
Miracle,2004.0,PG,135.0,"['Biography', 'Drama', 'History']",7.5,68.0,46139.0
The Machinist,2004.0,R,101.0,"['Drama', 'Thriller']",7.7,61.0,346656.0
Saw,2004.0,R,103.0,"['Horror', 'Mystery']",7.6,46.0,368146.0
Ocean's Twelve,2004.0,PG-13,125.0,"['Crime', 'Thriller']",6.5,58.0,347516.0
National Treasure,2004.0,PG,131.0,"['Action', 'Adventure', 'Mystery']",6.8,39.0,296606.0
The Passion of the Christ,2004.0,R,127.0,['Drama'],7.2,47.0,210879.0
Lemony Snicket's A Series of Unfortunate Events,2004.0,PG,108.0,"['Adventure', 'Comedy', 'Family']",6.8,62.0,191382.0
The Phantom of the Opera,2004.0,PG-13,143.0,"['Drama', 'Musical', 'Romance']",7.3,40.0,113670.0
9 Songs,2004.0,Not Rated,71.0,"['Drama', 'Music', 'Romance']",4.8,43.0,21029.0
Shrek 2,2004.0,PG,93.0,"['Animation', 'Adventure', 'Comedy']",7.2,75.0,405440.0
Team America: World Police,2004.0,R,98.0,"['Action', 'Comedy']",7.2,64.0,156204.0
The Chronicles of Riddick,2004.0,R,119.0,"['Action', 'Adventure', 'Sci-Fi']",6.7,38.0,210559.0
The Punisher,2004.0,R,124.0,"['Action', 'Crime', 'Drama']",6.4,33.0,146729.0
King Arthur,2004.0,PG-13,126.0,"['Action', 'Adventure', 'Drama']",6.3,46.0,156599.0
"I, Robot",2004.0,PG-13,115.0,"['Action', 'Drama', 'Sci-Fi']",7.1,59.0,486401.0
The Village,2004.0,PG-13,108.0,"['Drama', 'Mystery', 'Thriller']",6.5,44.0,236480.0
The Day After Tomorrow,2004.0,PG-13,124.0,"['Action', 'Adventure', 'Sci-Fi']",6.4,47.0,404632.0
13 Going on 30,2004.0,PG-13,98.0,"['Comedy', 'Fantasy', 'Romance']",6.2,57.0,159672.0
Alien vs. Predator,2004.0,PG-13,101.0,"['Action', 'Adventure', 'Horror']",5.6,29.0,180194.0
Sideways,2004.0,R,127.0,"['Comedy', 'Drama', 'Romance']",7.5,94.0,175453.0
The Bourne Supremacy,2004.0,PG-13,108.0,"['Action', 'Mystery', 'Thriller']",7.7,73.0,423229.0
Alexander,2004.0,R,175.0,"['Action', 'Biography', 'Drama']",5.6,39.0,159340.0
A Cinderella Story,2004.0,PG,95.0,"['Comedy', 'Family', 'Romance']",5.9,25.0,78562.0
Walking Tall,2004.0,PG-13,86.0,"['Action', 'Crime']",6.3,44.0,68904.0
Hellboy,2004.0,PG-13,122.0,"['Action', 'Fantasy', 'Horror']",6.8,72.0,300651.0
Before Sunset,2004.0,R,80.0,"['Drama', 'Romance']",8.0,90.0,224168.0
The Life Aquatic with Steve Zissou,2004.0,R,119.0,"['Action', 'Adventure', 'Comedy']",7.3,62.0,173798.0
Harold & Kumar Go to White Castle,2004.0,R,88.0,"['Adventure', 'Comedy']",7.1,64.0,178100.0
The Princess Diaries 2: Royal Engagement,2004.0,G,113.0,"['Comedy', 'Family', 'Romance']",5.8,43.0,71507.0
Hotel Rwanda,2004.0,PG-13,121.0,"['Biography', 'Drama', 'History']",8.1,79.0,326090.0
Garden State,2004.0,R,102.0,"['Comedy', 'Drama', 'Romance']",7.4,67.0,204355.0
Resident Evil: Apocalypse,2004.0,R,94.0,"['Action', 'Horror', 'Sci-Fi']",6.2,35.0,182032.0
Spanglish,2004.0,PG-13,131.0,"['Comedy', 'Drama', 'Romance']",6.4,48.0,76632.0
Primer,2004.0,PG-13,77.0,"['Drama', 'Sci-Fi', 'Thriller']",6.9,68.0,94536.0
Shark Tale,2004.0,PG,90.0,"['Animation', 'Adventure', 'Comedy']",6.0,48.0,162210.0
Blade: Trinity,2004.0,R,113.0,"['Action', 'Adventure', 'Fantasy']",5.9,38.0,162035.0
Catwoman,2004.0,PG-13,104.0,"['Action', 'Crime', 'Fantasy']",3.4,27.0,107707.0
Sleepover,2004.0,PG,89.0,"['Comedy', 'Family', 'Romance']",5.3,33.0,15001.0
Kung Fu Hustle,2004.0,R,99.0,"['Action', 'Comedy', 'Fantasy']",7.7,78.0,122810.0
Along Came Polly,2004.0,PG-13,90.0,"['Comedy', 'Romance']",6.0,44.0,123097.0
Ella Enchanted,2004.0,PG,96.0,"['Comedy', 'Family', 'Fantasy']",6.3,53.0,59869.0
The Manchurian Candidate,2004.0,R,129.0,"['Drama', 'Mystery', 'Sci-Fi']",6.6,76.0,100685.0
Soul Plane,2004.0,R,86.0,['Comedy'],4.5,33.0,21211.0
The SpongeBob SquarePants Movie,2004.0,PG,87.0,"['Animation', 'Adventure', 'Comedy']",7.1,66.0,75669.0
Meet the Fockers,2004.0,PG-13,115.0,"['Comedy', 'Romance']",6.3,41.0,246595.0
Ray,2004.0,PG-13,152.0,"['Biography', 'Drama', 'Music']",7.7,73.0,134342.0
Finding Neverland,2004.0,PG,106.0,"['Biography', 'Drama', 'Family']",7.7,67.0,195154.0
Win a Date with Tad Hamilton!,2004.0,PG-13,95.0,"['Comedy', 'Romance']",5.6,52.0,26065.0
Confessions of a Teenage Drama Queen,2004.0,PG,89.0,"['Comedy', 'Family', 'Music']",4.6,33.0,26802.0
Secret Window,2004.0,PG-13,96.0,"['Drama', 'Mystery', 'Thriller']",6.6,46.0,176910.0
Without a Paddle,2004.0,PG-13,95.0,"['Adventure', 'Comedy', 'Mystery']",5.9,29.0,43342.0
The Forgotten,2004.0,PG-13,91.0,"['Drama', 'Mystery', 'Sci-Fi']",5.8,43.0,62986.0
Taking Lives,2004.0,R,103.0,"['Crime', 'Mystery', 'Thriller']",6.3,38.0,78128.0
The Polar Express,2004.0,G,100.0,"['Animation', 'Adventure', 'Comedy']",6.6,61.0,166256.0
The Grudge,2004.0,PG-13,91.0,"['Horror', 'Mystery', 'Thriller']",5.9,49.0,136340.0
The Motorcycle Diaries,2004.0,R,126.0,"['Adventure', 'Biography', 'Drama']",7.8,75.0,94528.0
Around the World in 80 Days,2004.0,PG,120.0,"['Action', 'Adventure', 'Comedy']",5.9,49.0,82313.0
Dirty Dancing: Havana Nights,2004.0,PG-13,86.0,"['Drama', 'Music', 'Romance']",6.0,39.0,26095.0
Wicker Park,2004.0,PG-13,114.0,"['Drama', 'Mystery', 'Romance']",7.0,40.0,51825.0
The Ladykillers,2004.0,R,104.0,"['Comedy', 'Crime', 'Thriller']",6.2,56.0,97017.0
Starsky & Hutch,2004.0,PG-13,101.0,"['Comedy', 'Crime']",6.1,55.0,135647.0
Hidalgo,2004.0,PG-13,136.0,"['Action', 'Adventure', 'Biography']",6.7,54.0,75878.0
Mysterious Skin,2004.0,Unrated,105.0,['Drama'],7.6,73.0,64324.0
House of Flying Daggers,2004.0,PG-13,119.0,"['Action', 'Adventure', 'Drama']",7.5,89.0,105662.0
Sky Captain and the World of Tomorrow,2004.0,PG,106.0,"['Action', 'Adventure', 'Mystery']",6.0,64.0,80512.0
2046,2004.0,R,129.0,"['Drama', 'Romance', 'Sci-Fi']",7.4,78.0,49080.0
Mindhunters,2004.0,R,106.0,"['Crime', 'Horror', 'Mystery']",6.4,33.0,56763.0
A Very Long Engagement,2004.0,R,133.0,"['Drama', 'Mystery', 'Romance']",7.6,76.0,69795.0
Cellular,2004.0,PG-13,94.0,"['Action', 'Crime', 'Thriller']",6.5,60.0,90782.0
Dead Man's Shoes,2004.0,Not Rated,90.0,"['Crime', 'Drama', 'Thriller']",7.6,52.0,48109.0
Wimbledon,2004.0,PG-13,98.0,"['Comedy', 'Romance', 'Sport']",6.3,59.0,58348.0
3-Iron,2004.0,R,88.0,"['Crime', 'Drama', 'Romance']",8.0,72.0,47724.0
The Perfect Score,2004.0,PG-13,93.0,"['Comedy', 'Crime']",5.7,35.0,23167.0
Garfield,2004.0,PG,80.0,"['Animation', 'Comedy', 'Family']",5.0,27.0,76679.0
She Hate Me,2004.0,R,138.0,"['Comedy', 'Drama']",5.3,28.0,7192.0
New York Minute,2004.0,PG,91.0,"['Comedy', 'Crime', 'Family']",5.0,33.0,21188.0
Saving Face,2004.0,R,91.0,"['Comedy', 'Drama', 'Romance']",7.4,65.0,9689.0
Flight of the Phoenix,2004.0,PG-13,113.0,"['Action', 'Adventure', 'Drama']",6.1,47.0,50772.0
Chasing Liberty,2004.0,PG-13,111.0,"['Comedy', 'Romance']",6.1,46.0,35403.0
Saved!,2004.0,PG-13,92.0,"['Comedy', 'Drama']",6.7,62.0,43911.0
Shall We Dance,2004.0,PG-13,106.0,"['Comedy', 'Drama', 'Music']",6.1,47.0,42421.0
Jersey Girl,2004.0,PG-13,102.0,"['Comedy', 'Drama', 'Romance']",6.2,43.0,62131.0
Kinsey,2004.0,R,118.0,"['Biography', 'Drama', 'Romance']",7.0,79.0,46774.0
Anacondas: The Hunt for the Blood Orchid,2004.0,PG-13,97.0,"['Action', 'Adventure', 'Horror']",4.7,40.0,27992.0
The Heart Is Deceitful Above All Things,2004.0,R,97.0,['Drama'],6.4,27.0,6272.0
Bad Education,2004.0,NC-17,106.0,"['Crime', 'Drama']",7.4,81.0,54040.0
Taxi,2004.0,PG-13,97.0,"['Action', 'Comedy', 'Crime']",4.5,27.0,39224.0
A Love Song for Bobby Long,2004.0,R,119.0,['Drama'],7.1,48.0,24639.0
The Sea Inside,2004.0,PG-13,126.0,"['Biography', 'Drama']",8.0,74.0,75590.0
Black Friday,2004.0,Not Rated,143.0,"['Action', 'Crime', 'Drama']",8.5,76.0,17586.0
The Stepford Wives,2004.0,PG-13,93.0,"['Comedy', 'Horror', 'Sci-Fi']",5.3,42.0,58810.0
After the Sunset,2004.0,PG-13,97.0,"['Action', 'Comedy', 'Crime']",6.3,38.0,43747.0
Vanity Fair,2004.0,PG-13,141.0,['Drama'],6.2,53.0,20594.0
The Libertine,2004.0,R,114.0,"['Biography', 'Drama', 'History']",6.3,44.0,34201.0
The Prince and Me,2004.0,PG,111.0,"['Comedy', 'Family', 'Romance']",5.9,47.0,36686.0
Raise Your Voice,2004.0,PG,103.0,"['Family', 'Music', 'Musical']",5.9,33.0,26320.0
Head-On,2004.0,R,121.0,"['Drama', 'Romance']",7.9,78.0,49447.0
Alfie,2004.0,R,103.0,"['Comedy', 'Drama', 'Romance']",6.2,49.0,49721.0
Mean Creek,2004.0,R,90.0,"['Crime', 'Drama']",7.2,74.0,30029.0
A Dirty Shame,2004.0,NC-17,89.0,['Comedy'],5.1,56.0,11994.0
Club Dread,2004.0,R,104.0,"['Comedy', 'Horror', 'Mystery']",5.7,45.0,27656.0
Bridget Jones: The Edge of Reason,2004.0,R,108.0,"['Comedy', 'Drama', 'Romance']",6.0,44.0,102174.0
Home on the Range,2004.0,PG,76.0,"['Animation', 'Adventure', 'Comedy']",5.4,50.0,19333.0
The Merchant of Venice,2004.0,R,131.0,"['Drama', 'Romance']",7.0,63.0,34213.0
I Heart Huckabees,2004.0,R,107.0,['Comedy'],6.6,55.0,61468.0
Thunderbirds,2004.0,PG,95.0,"['Action', 'Adventure', 'Comedy']",4.2,36.0,12844.0
My Summer of Love,2004.0,R,86.0,"['Drama', 'Romance']",6.7,82.0,19156.0
District B13,2004.0,R,84.0,"['Action', 'Crime', 'Sci-Fi']",7.2,70.0,65241.0
Torque,2004.0,PG-13,84.0,"['Action', 'Comedy', 'Crime']",4.1,41.0,26584.0
Seed of Chucky,2004.0,R,87.0,"['Comedy', 'Fantasy', 'Horror']",4.8,46.0,37278.0
Raising Helen,2004.0,PG-13,119.0,"['Comedy', 'Drama', 'Romance']",6.0,38.0,34840.0
The Whole Ten Yards,2004.0,PG-13,98.0,"['Comedy', 'Crime', 'Thriller']",5.5,24.0,53024.0
Birth,2004.0,R,100.0,"['Drama', 'Fantasy', 'Mystery']",6.1,50.0,33948.0
D.E.B.S.,2004.0,PG-13,91.0,"['Action', 'Comedy', 'Romance']",5.3,42.0,14430.0
Twisted,2004.0,R,97.0,"['Crime', 'Drama', 'Mystery']",5.3,26.0,19837.0
Spartan,2004.0,R,106.0,"['Action', 'Crime', 'Drama']",6.5,60.0,28812.0
Anatomy of Hell,2004.0,Unrated,77.0,['Drama'],4.5,29.0,4963.0
Bride & Prejudice,2004.0,PG-13,122.0,"['Comedy', 'Drama', 'Musical']",6.1,55.0,19524.0
You Got Served,2004.0,PG-13,95.0,"['Drama', 'Music']",3.9,37.0,25591.0
The Chorus,2004.0,PG-13,97.0,"['Drama', 'Music']",7.9,56.0,55483.0
Exorcist: The Beginning,2004.0,R,114.0,"['Horror', 'Mystery', 'Thriller']",5.2,30.0,32679.0
The Dust Factory,2004.0,PG,99.0,"['Drama', 'Family', 'Fantasy']",6.0,48.0,1495.0
Nobody Knows,2004.0,PG-13,141.0,['Drama'],8.1,88.0,23505.0
Ladder 49,2004.0,PG-13,115.0,"['Action', 'Drama', 'Thriller']",6.5,47.0,54037.0
The Woodsman,2004.0,R,87.0,['Drama'],7.2,72.0,31322.0
House of D,2004.0,PG-13,97.0,"['Comedy', 'Drama']",7.0,33.0,8694.0
Veer-Zaara,2004.0,Not Rated,192.0,"['Drama', 'Family', 'Musical']",7.8,67.0,47192.0
Nochnoy dozor,2004.0,R,114.0,"['Action', 'Fantasy', 'Horror']",6.4,58.0,51579.0
The Alamo,2004.0,PG-13,137.0,"['Drama', 'History', 'War']",6.0,47.0,19221.0
Catch That Kid,2004.0,PG,91.0,"['Action', 'Adventure', 'Comedy']",5.2,33.0,9416.0
Fat Albert,2004.0,PG,93.0,"['Animation', 'Comedy', 'Family']",4.3,39.0,11021.0
Laws of Attraction,2004.0,PG-13,90.0,"['Comedy', 'Romance']",5.9,38.0,21619.0
Eros,2004.0,R,104.0,"['Drama', 'Romance']",6.0,51.0,6001.0
Before the Fall,2004.0,Unrated,110.0,"['Drama', 'Sport', 'Thriller']",7.4,65.0,14038.0
In Good Company,2004.0,PG-13,109.0,"['Comedy', 'Drama', 'Romance']",6.4,66.0,52946.0
Head in the Clouds,2004.0,R,132.0,"['Drama', 'Romance', 'War']",6.6,40.0,14379.0
The Door in the Floor,2004.0,R,111.0,"['Comedy', 'Drama']",6.6,67.0,14980.0
Tae Guk Gi: The Brotherhood of War,2004.0,R,140.0,"['Action', 'Drama', 'War']",8.1,64.0,37017.0
Superbabies: Baby Geniuses 2,2004.0,PG,88.0,"['Comedy', 'Family', 'Sci-Fi']",1.9,9.0,29447.0
Sam gang 2,2004.0,R,125.0,['Horror'],7.0,66.0,18297.0
Ghost in the Shell 2: Innocence,2004.0,PG-13,100.0,"['Animation', 'Drama', 'Sci-Fi']",7.5,66.0,35205.0
Ma Mère,2004.0,NC-17,110.0,"['Drama', 'Romance']",5.1,35.0,6158.0
The Big Bounce,2004.0,PG-13,88.0,"['Comedy', 'Crime']",4.9,42.0,17433.0
Ladies in Lavender,2004.0,PG-13,104.0,"['Drama', 'Music', 'Romance']",7.0,61.0,10437.0
Pusher II,2004.0,Not Rated,100.0,"['Action', 'Crime', 'Drama']",7.4,78.0,17912.0
Christmas with the Kranks,2004.0,PG,99.0,"['Comedy', 'Family']",5.4,22.0,40721.0
Lila dit ça,2004.0,R,89.0,"['Crime', 'Drama', 'Romance']",6.9,57.0,4613.0
The Final Cut,2004.0,PG-13,95.0,"['Drama', 'Sci-Fi', 'Thriller']",6.2,43.0,30537.0
It's All Gone Pete Tong,2004.0,R,90.0,"['Biography', 'Comedy', 'Drama']",7.3,56.0,18997.0
First Daughter,2004.0,PG,106.0,"['Comedy', 'Drama', 'Romance']",5.1,31.0,20530.0
Millions,2004.0,PG-13,98.0,"['Comedy', 'Crime', 'Drama']",6.9,74.0,24197.0
Silver City,2004.0,R,128.0,"['Comedy', 'Drama', 'Mystery']",6.0,47.0,3782.0
De-Lovely,2004.0,PG-13,125.0,"['Biography', 'Drama', 'Music']",6.6,53.0,10677.0
Mr 3000,2004.0,PG-13,104.0,"['Comedy', 'Drama', 'Romance']",5.5,57.0,13628.0
Agent Cody Banks 2: Destination London,2004.0,PG,100.0,"['Action', 'Adventure', 'Comedy']",4.6,32.0,13665.0
The Cookout,2004.0,PG-13,97.0,['Comedy'],3.7,15.0,2707.0
Calvaire,2004.0,Not Rated,88.0,['Horror'],6.2,52.0,11306.0
Undertow,2004.0,R,108.0,"['Drama', 'Thriller']",6.6,63.0,8240.0
Vera Drake,2004.0,R,125.0,"['Crime', 'Drama']",7.6,83.0,23191.0
Envy,2004.0,PG-13,99.0,['Comedy'],4.8,31.0,29402.0
Turtles Can Fly,2004.0,PG-13,98.0,"['Drama', 'War']",8.1,85.0,17269.0
Maria Full of Grace,2004.0,R,101.0,"['Crime', 'Drama']",7.4,87.0,33486.0
Johnson Family Vacation,2004.0,PG-13,97.0,['Comedy'],4.5,29.0,7092.0
P.S.,2004.0,R,97.0,"['Comedy', 'Drama', 'Fantasy']",6.1,55.0,5878.0
Barbershop 2: Back in Business,2004.0,PG-13,106.0,"['Comedy', 'Drama']",5.7,59.0,13929.0
Innocence,2004.0,R,122.0,"['Drama', 'Mystery']",6.8,78.0,5494.0
